id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0773731,1,3/16/2016 19:49,3/16/2016 19:58,1,-74.00910187,40.72614288,-73.98961639,40.74071121,N,534
id2188806,2,2/28/2016 21:38,2/28/2016 21:48,3,-73.98670197,40.72224808,-73.99232483,40.69889832,N,590
id1119809,1,6/26/2016 4:46,6/26/2016 5:01,1,-73.98080444,40.72990417,-73.95046997,40.68490982,N,880
id0374221,1,1/9/2016 4:49,1/9/2016 4:55,3,-73.91606903,40.77033615,-73.92536926,40.77180862,N,332
id0341965,2,4/2/2016 20:09,4/2/2016 20:28,1,-73.89740753,40.75416183,-73.87700653,40.74098969,N,1155
id0716595,1,4/10/2016 18:17,4/10/2016 18:29,1,-73.95025635,40.78709793,-73.97897339,40.77240753,N,744
id2263214,1,6/1/2016 12:48,6/1/2016 12:57,3,-73.97657013,40.78058243,-73.98188782,40.76795959,N,536
id3431110,2,2/8/2016 6:37,2/8/2016 6:40,2,-73.96116638,40.76057816,-73.95262146,40.77233887,N,155
id0266018,1,4/24/2016 12:49,4/24/2016 12:56,1,-73.96474457,40.75921631,-73.97642517,40.76420975,N,396
id1078540,2,5/21/2016 19:41,5/21/2016 19:54,1,-74.00444031,40.74221039,-74.01020813,40.71958923,N,775
id2497237,2,1/3/2016 9:40,1/3/2016 9:56,1,-73.98915863,40.77437973,-73.97943878,40.74221039,N,961
id3470715,2,6/1/2016 14:17,6/1/2016 14:52,2,-73.98937988,40.75057983,-73.87046051,40.77370071,N,2112
id3481005,2,2/12/2016 17:07,2/12/2016 17:29,1,-73.97543335,40.75814056,-74.00656128,40.73212433,N,1316
id3763205,1,5/19/2016 14:57,5/19/2016 15:14,2,-73.9995575,40.72210312,-73.99902344,40.74199677,N,1023
id0642755,2,6/22/2016 21:15,6/22/2016 21:23,5,-73.97312927,40.7578392,-73.95970917,40.76947021,N,468
id3194026,2,3/8/2016 14:44,3/8/2016 14:51,1,-73.99112701,40.73326111,-74.00527191,40.7417984,N,391
id1482603,1,5/29/2016 1:21,5/29/2016 1:36,1,-73.95106506,40.78607178,-73.98776245,40.72132111,N,937
id0399264,1,5/5/2016 0:21,5/5/2016 0:42,1,-73.86356354,40.76961899,-73.98529053,40.6916008,N,1225
id0809546,2,6/8/2016 21:12,6/8/2016 21:30,1,-73.98899078,40.75777054,-73.95160675,40.77928925,N,1046
id3645100,2,2/2/2016 8:47,2/2/2016 8:52,4,-73.97740173,40.77933121,-73.98251343,40.7722702,N,280
id0006050,1,6/18/2016 20:31,6/18/2016 20:37,3,-73.98193359,40.74642563,-73.99111938,40.74937057,N,351
id2203743,1,6/13/2016 17:52,6/13/2016 18:16,1,-73.99091339,40.74562454,-73.98529816,40.76328278,N,1421
id1185326,1,5/3/2016 17:02,5/3/2016 17:07,1,-73.98840332,40.73709106,-73.99194336,40.727211,N,256
id3390137,2,3/26/2016 11:52,3/26/2016 11:58,1,-73.96456909,40.76062012,-73.97428131,40.73680878,N,366
id0256233,1,5/22/2016 20:27,5/22/2016 20:41,1,-73.9653244,40.79107285,-73.99269867,40.76683807,N,840
id3847828,2,3/27/2016 20:19,3/27/2016 20:28,2,-73.98135376,40.74131012,-73.98350525,40.75570679,N,534
id0272881,2,1/3/2016 2:31,1/3/2016 2:35,1,-73.99468231,40.76050949,-73.98883057,40.77791977,N,222
id2092832,2,2/29/2016 22:52,2/29/2016 22:58,2,-73.99019623,40.74079132,-73.97821808,40.75107956,N,367
id0911113,2,1/7/2016 2:00,1/7/2016 2:16,2,-73.99240112,40.72462082,-73.98780823,40.67163086,N,919
id3851715,1,1/14/2016 17:19,1/14/2016 17:30,1,-73.98506927,40.76897812,-73.9961853,40.74691391,N,668
id1121731,2,2/13/2016 14:00,2/13/2016 14:33,1,-73.97264099,40.78081131,-74.00015259,40.73503876,N,1996
id1968594,1,2/12/2016 7:29,2/12/2016 7:40,1,-73.99201202,40.72574615,-73.99158478,40.74908829,N,626
id0271329,2,3/28/2016 14:23,3/28/2016 14:30,3,-74.00138855,40.75691223,-73.99529266,40.74990845,N,421
id0746086,1,5/15/2016 0:58,5/15/2016 1:08,1,-73.98908234,40.77692795,-73.94167328,40.8382988,N,607
id1140878,2,4/14/2016 9:33,4/14/2016 9:40,6,-73.97525024,40.75271988,-73.98555756,40.74726868,N,393
id0816210,1,3/26/2016 15:15,3/26/2016 15:20,1,-73.97979736,40.78448868,-73.98241425,40.77235413,N,315
id0955765,1,6/18/2016 1:53,6/18/2016 1:57,1,-73.80081177,40.70838928,-73.80764771,40.71566391,N,247
id2799406,1,2/23/2016 13:45,2/23/2016 13:54,1,-73.99079895,40.75564575,-73.9851532,40.74765015,N,548
id3821975,2,5/31/2016 22:05,5/31/2016 22:18,2,-73.98236084,40.77331161,-73.95128632,40.77310181,N,763
id3377132,2,4/19/2016 9:25,4/19/2016 9:44,5,-73.98828888,40.72788239,-73.97494507,40.75661087,N,1166
id3989807,2,6/14/2016 8:23,6/14/2016 8:38,3,-73.95394897,40.77073288,-73.97168732,40.7571907,N,877
id2221454,1,4/11/2016 23:30,4/11/2016 23:35,2,-73.98072815,40.75176239,-73.98762512,40.74237442,N,283
id2762396,2,1/24/2016 15:18,1/24/2016 15:23,6,-74.00363922,40.72698593,-74.00376129,40.71757889,N,297
id3137733,1,3/21/2016 11:30,3/21/2016 11:45,1,-73.9782486,40.75267029,-73.98369598,40.76600647,N,929
id1435019,1,6/25/2016 18:09,6/25/2016 18:11,1,-73.95700836,40.7709198,-73.96264648,40.76662445,N,137
id3673478,2,5/17/2016 20:13,5/17/2016 20:30,2,-73.99343872,40.73637009,-73.9745636,40.75172043,N,999
id2130148,1,2/13/2016 19:09,2/13/2016 19:19,1,-73.99408722,40.75101471,-73.97524261,40.75109863,N,625
id2526802,2,4/28/2016 17:19,4/28/2016 18:18,1,-73.98642731,40.7400589,-73.78349304,40.64377975,N,3532
id0351334,1,4/8/2016 19:50,4/8/2016 19:57,4,-73.97536469,40.78967667,-73.98852539,40.77851486,N,453
id3123145,2,3/7/2016 19:06,3/7/2016 19:19,1,-74.01009369,40.72089005,-73.99001312,40.76710129,N,783
id3917382,1,5/15/2016 19:35,5/15/2016 20:17,1,-73.98635864,40.75880432,-73.99489594,40.72136307,N,2560
id3070941,2,5/3/2016 18:51,5/3/2016 18:57,2,-73.95423126,40.78998947,-73.95033264,40.77991104,N,395
id3755205,2,6/24/2016 12:46,6/24/2016 12:54,5,-73.97849274,40.74821091,-73.99478912,40.73656845,N,522
id3067550,1,3/22/2016 11:13,3/22/2016 11:20,1,-74.00463867,40.73540497,-73.99160767,40.73999786,N,437
id2871516,1,6/19/2016 0:45,6/19/2016 1:27,2,-73.99562073,40.74926758,-73.93696594,40.85187912,N,2546
id3188221,1,4/20/2016 17:07,4/20/2016 17:17,1,-73.97457886,40.77816391,-73.96497345,40.77511978,N,602
id3558671,1,6/2/2016 12:01,6/2/2016 12:25,1,-73.99947357,40.74380875,-73.9798584,40.74356461,N,1468
id2996714,2,6/4/2016 19:08,6/4/2016 19:19,1,-73.98538208,40.7441864,-74.00256348,40.73045349,N,684
id3345287,1,6/9/2016 12:44,6/9/2016 13:07,1,-73.95256805,40.77664566,-73.98357391,40.76195526,N,1338
id0289940,1,2/25/2016 20:50,2/25/2016 21:03,1,-74.00306702,40.73358536,-73.99050903,40.76253891,N,785
id1283200,2,6/13/2016 6:46,6/13/2016 6:57,1,-73.95681763,40.74608994,-73.96341705,40.71855927,N,645
id1538139,2,2/11/2016 23:56,2/12/2016 0:22,6,-73.98583984,40.75783157,-73.95485687,40.73443985,N,1587
id0787947,2,4/20/2016 11:27,4/20/2016 11:30,1,-73.99703217,40.7256012,-74.00289154,40.73086929,N,192
id1914235,1,2/22/2016 14:40,2/22/2016 14:48,2,-73.9588623,40.76424789,-73.97010803,40.75981903,N,477
id1163004,2,5/6/2016 8:57,5/6/2016 9:01,1,-73.95843506,40.80080032,-73.96456146,40.80577087,N,236
id0473522,2,1/7/2016 8:11,1/7/2016 8:12,1,-73.94595337,40.77762604,-73.94805145,40.77457809,N,84
id3809217,2,2/10/2016 6:34,2/10/2016 6:40,1,-73.98967743,40.75744629,-73.97160339,40.76233673,N,354
id1906114,1,3/23/2016 19:26,3/23/2016 19:32,1,-73.97920227,40.75052261,-73.9887085,40.73668671,N,345
id2960339,1,4/14/2016 10:00,4/14/2016 10:05,1,-73.98458099,40.72867584,-73.98879242,40.73654556,N,341
id0102456,2,2/6/2016 13:25,2/6/2016 13:31,5,-73.98247528,40.77746582,-73.97079468,40.78927612,N,362
id3254514,1,4/6/2016 19:26,4/6/2016 19:45,1,-73.98100281,40.78181839,-73.98498535,40.75963211,N,1104
id0142336,1,2/7/2016 17:35,2/7/2016 18:09,1,-73.99370575,40.74990463,-73.98203278,40.78472519,N,2051
id1203616,1,2/26/2016 10:14,2/26/2016 10:59,2,-73.97919464,40.76686096,-73.9833374,40.64561844,N,2714
id3918731,1,4/5/2016 21:16,4/5/2016 21:22,1,-73.98348236,40.7600441,-73.99121857,40.75011063,N,353
id3950641,1,5/24/2016 8:14,5/24/2016 8:16,1,-74.00176239,40.73063278,-73.99743652,40.73654556,N,137
id2012514,2,4/27/2016 18:50,4/27/2016 18:59,2,-73.97631073,40.78587723,-73.98314667,40.76921082,N,553
id0165383,2,3/11/2016 7:45,3/11/2016 8:35,1,-73.96391296,40.80818939,-73.78044891,40.64590073,N,2990
id0143664,1,1/7/2016 9:29,1/7/2016 10:03,2,-73.87078094,40.77364349,-73.992836,40.75666809,N,2055
id0727507,1,2/5/2016 0:24,2/5/2016 0:54,1,-73.97989655,40.7544632,-73.96421814,40.6442337,N,1743
id3590703,1,5/2/2016 18:41,5/2/2016 18:56,1,-74.00852966,40.71981812,-73.98491669,40.72789764,N,856
id3776212,1,6/30/2016 12:11,6/30/2016 12:21,1,-73.95442963,40.8211937,-73.96629333,40.80498886,N,628
id3873431,2,2/22/2016 20:44,2/22/2016 20:52,5,-73.9524231,40.76649094,-73.95568848,40.7878418,N,480
id3054362,1,1/27/2016 8:51,1/27/2016 9:09,1,-73.99253082,40.74365997,-73.99726868,40.72467422,N,1057
id0957424,1,5/17/2016 8:43,5/17/2016 8:58,1,-73.97661591,40.75226212,-73.9825058,40.75807953,N,916
id0455362,2,4/1/2016 21:30,4/1/2016 22:07,1,-74.00553131,40.74069977,-73.95205688,40.77716064,N,2229
id0037484,1,2/17/2016 16:06,2/17/2016 16:15,1,-73.96412659,40.77334976,-73.96743774,40.7878685,N,536
id0324660,2,2/9/2016 19:37,2/9/2016 19:53,1,-73.98605347,40.75190353,-73.9725647,40.79759216,N,997
id1129863,2,1/19/2016 9:34,1/19/2016 9:50,1,-73.99422455,40.75100327,-73.9765625,40.75006104,N,948
id1224876,1,3/17/2016 12:39,3/17/2016 13:01,1,-73.87309265,40.77412796,-73.78215027,40.64431381,N,1320
id2587962,1,5/15/2016 7:11,5/15/2016 7:13,1,-73.99062347,40.71832275,-73.98062134,40.72167206,N,168
id3613072,2,6/20/2016 18:25,6/20/2016 18:34,2,-74.00766754,40.74279022,-73.98695374,40.74224091,N,505
id3931106,1,5/8/2016 5:04,5/8/2016 5:14,1,-73.94695282,40.7721405,-73.98632813,40.76158524,N,571
id1161668,1,3/29/2016 21:55,3/29/2016 21:59,1,-73.99689484,40.74228668,-73.98609161,40.74474716,N,281
id2579219,1,3/15/2016 19:04,3/15/2016 19:16,1,-73.96987915,40.75307465,-73.97502899,40.76120377,N,678
id0255813,2,1/19/2016 17:37,1/19/2016 17:59,1,-73.98103333,40.73713684,-73.99123383,40.75611496,N,1313
id1486038,2,2/16/2016 18:20,2/16/2016 18:41,1,-74.00322723,40.74889374,-73.99966431,40.71191788,N,1242
id2013782,2,1/6/2016 18:01,1/6/2016 18:07,4,-74.00243378,40.71611023,-73.99879456,40.73464584,N,354
id1898988,1,5/6/2016 12:42,5/6/2016 13:16,2,-73.97128296,40.76456451,-74.00437927,40.72240067,N,2062
id0372992,2,4/23/2016 0:28,4/23/2016 0:38,1,-73.90621948,40.76810837,-73.86741638,40.75286102,N,562
id3251250,1,6/26/2016 22:56,6/26/2016 23:00,1,-73.99143982,40.74979782,-73.99913025,40.73937607,N,237
id1294422,1,4/21/2016 6:24,4/21/2016 6:35,1,-73.97118378,40.78300095,-73.99056244,40.75104141,N,636
id2746368,2,3/27/2016 16:16,3/27/2016 16:42,1,-73.98626709,40.76727295,-73.99728394,40.72168732,N,1531
id1635027,2,6/21/2016 22:56,6/21/2016 23:01,1,-73.98805237,40.74945831,-73.97988892,40.75307083,N,284
id3381888,2,1/17/2016 14:42,1/17/2016 14:54,6,-73.97374725,40.76295853,-73.9650116,40.76171875,N,671
id1323718,1,4/23/2016 16:32,4/23/2016 16:37,1,-73.98168945,40.7285347,-73.99256134,40.73556137,N,326
id0403884,2,3/18/2016 10:51,3/18/2016 11:06,2,-73.95165253,40.82504654,-73.93955231,40.80524063,N,884
id0861688,2,4/26/2016 11:43,4/26/2016 11:55,1,-73.96596527,40.77103043,-73.97220612,40.78656387,N,730
id2634563,1,4/4/2016 17:30,4/4/2016 17:39,1,-73.99500275,40.73666382,-73.98363495,40.72162247,N,582
id1939101,2,4/28/2016 13:26,4/28/2016 13:37,1,-73.95664978,40.78376007,-73.96861267,40.79154968,N,695
id0819429,1,6/24/2016 22:16,6/24/2016 22:30,1,-73.99420166,40.73640823,-74.00280762,40.75047302,Y,805
id1357475,2,5/1/2016 17:49,5/1/2016 18:02,1,-73.99475861,40.72117615,-74.014534,40.71404648,N,763
id3665084,2,6/2/2016 11:14,6/2/2016 11:20,5,-73.98271179,40.77581024,-73.9825592,40.76345825,N,358
id3480468,1,4/3/2016 15:36,4/3/2016 15:49,2,-73.99506378,40.73995972,-73.97973633,40.7623024,N,805
id1181486,1,3/31/2016 16:27,3/31/2016 16:37,1,-73.99053955,40.74578857,-73.99157715,40.75444031,N,543
id2584322,1,3/6/2016 7:21,3/6/2016 7:24,1,-73.97533417,40.74107742,-73.98160553,40.74660873,N,169
id3850417,1,6/23/2016 0:39,6/23/2016 0:44,1,-73.99554443,40.76484299,-73.98547363,40.75517654,N,337
id2895178,2,1/18/2016 17:05,1/18/2016 17:15,1,-73.98233032,40.75133896,-74.00106049,40.73685837,N,579
id3951136,2,2/25/2016 16:39,2/25/2016 17:25,1,-73.98323822,40.7445488,-73.87122345,40.77426147,N,2794
id3976514,2,1/23/2016 8:47,1/23/2016 8:55,1,-73.97491455,40.76179123,-73.98928833,40.76774597,N,460
id3649036,2,3/24/2016 21:33,3/24/2016 22:22,1,-73.98313141,40.76590347,-73.97362518,40.68703842,N,2931
id2999488,2,3/9/2016 16:04,3/9/2016 17:23,2,-73.97850037,40.76242065,-73.7828064,40.64400864,N,4746
id0751800,2,6/1/2016 7:06,6/1/2016 7:09,1,-73.98305511,40.76577759,-73.98470306,40.76084518,N,170
id2799508,1,3/12/2016 2:39,3/12/2016 2:56,1,-73.98907471,40.71888733,-74.01450348,40.70810318,N,974
id3204142,2,5/24/2016 16:14,5/24/2016 16:27,5,-73.95406342,40.76709366,-73.96388245,40.76815796,N,777
id3945508,2,1/22/2016 16:27,1/22/2016 16:37,4,-73.93827057,40.82133102,-73.94313812,40.83129883,N,620
id3347952,1,4/7/2016 7:33,4/7/2016 7:47,1,-73.97879791,40.75324631,-73.95332336,40.76652908,N,859
id0520955,1,1/30/2016 1:15,1/30/2016 1:24,2,-73.99433899,40.76423645,-73.98802948,40.74901581,N,553
id3476491,2,4/7/2016 21:54,4/7/2016 22:37,3,-74.00731659,40.72689056,-73.92476654,40.82777023,N,2550
id1380292,2,2/25/2016 16:08,2/25/2016 16:18,1,-73.95812225,40.77886963,-73.95719147,40.77050018,N,593
id2876229,1,1/9/2016 22:45,1/9/2016 22:49,1,-73.95036316,40.77981949,-73.95775604,40.78040314,N,211
id3894873,2,1/25/2016 10:14,1/25/2016 10:18,1,-73.9552002,40.78321838,-73.96166992,40.77442169,N,281
id2970664,2,4/14/2016 21:30,4/14/2016 21:39,1,-74.00679779,40.73567963,-74.01535034,40.70996094,N,552
id3321706,2,1/10/2016 16:37,1/10/2016 16:43,1,-73.96656799,40.76448059,-73.95520782,40.7857666,N,376
id0085762,2,5/17/2016 18:10,5/17/2016 18:40,1,-73.99108124,40.72777939,-73.98838043,40.7589798,N,1779
id3070832,1,5/22/2016 22:54,5/22/2016 23:00,1,-73.99462128,40.75048065,-73.99911499,40.76111603,N,399
id2357807,2,1/28/2016 22:05,1/28/2016 22:23,2,-73.87268829,40.77422333,-73.9730835,40.7557106,N,1110
id3295434,1,4/12/2016 18:30,4/12/2016 18:57,1,-74.0116806,40.70282364,-73.99137115,40.75503159,N,1614
id3329806,1,4/5/2016 14:46,4/5/2016 15:03,1,-73.99562836,40.7490921,-73.96949768,40.7849617,N,999
id0059470,1,5/17/2016 14:23,5/17/2016 14:35,1,-74.00453949,40.70734024,-73.99372864,40.72087097,N,708
id3187047,2,4/30/2016 18:28,4/30/2016 18:41,2,-73.98018646,40.75965881,-73.9675293,40.79288101,N,773
id0347076,2,6/9/2016 19:02,6/9/2016 19:08,1,-73.96343231,40.77444839,-73.97525787,40.78245163,N,340
id1331283,1,4/7/2016 19:01,4/7/2016 19:19,1,-73.97812653,40.7731781,-73.94775391,40.77954483,N,1070
id1700645,1,6/20/2016 12:28,6/20/2016 13:01,2,-73.87265778,40.77422333,-73.96379852,40.76444626,N,1988
id3103362,2,2/25/2016 1:59,2/25/2016 2:08,1,-73.98373413,40.73096848,-73.99710083,40.71457291,N,507
id0441380,2,3/23/2016 7:57,3/23/2016 8:03,1,-73.98202515,40.73205566,-73.9704361,40.74917603,N,390
id2855235,2,5/7/2016 22:02,5/7/2016 22:12,6,-73.97062683,40.79861832,-73.98396301,40.77376175,N,590
id1376852,2,5/28/2016 1:21,5/28/2016 1:27,1,-74.00643158,40.73881149,-74.00480652,40.7521019,N,359
id0800592,1,4/25/2016 19:04,4/25/2016 19:17,1,-73.97927094,40.76165009,-73.99477386,40.75027847,N,808
id0979841,1,1/26/2016 16:22,1/26/2016 16:32,1,-74.00807953,40.73937988,-73.9928894,40.73106384,N,582
id0867874,2,4/30/2016 10:55,4/30/2016 11:16,2,-73.97606659,40.75154877,-74.00576782,40.71479034,N,1267
id2456070,2,2/19/2016 20:02,2/19/2016 20:22,1,-73.9888916,40.75874329,-73.93887329,40.75256348,N,1259
id3469086,2,3/31/2016 9:01,3/31/2016 9:17,1,-74.00331879,40.73289108,-74.00497437,40.741436,N,952
id0508116,1,1/11/2016 8:13,1/11/2016 8:14,2,-73.96038818,40.76996231,-73.95827484,40.77273941,N,78
id1509449,2,1/2/2016 19:22,1/2/2016 19:38,1,-73.95014191,40.78565979,-73.97592926,40.76388168,N,993
id0085864,2,4/15/2016 14:23,4/15/2016 14:56,1,-73.95852661,40.76436615,-73.99194336,40.7492218,N,1991
id2608795,1,2/4/2016 21:21,2/4/2016 21:27,1,-73.96529388,40.75511932,-73.95391083,40.77451706,N,392
id0675883,2,2/20/2016 10:31,2/20/2016 10:44,1,-73.98079681,40.74197006,-73.99165344,40.74935913,N,778
id0849128,1,2/25/2016 17:44,2/25/2016 17:48,1,-73.97235107,40.79388428,-73.97112274,40.78608322,N,283
id0216033,1,1/30/2016 21:42,1/30/2016 21:53,1,-73.98684692,40.74332428,-73.97995758,40.73343658,N,629
id2628124,1,1/16/2016 20:55,1/16/2016 21:08,1,-73.98937988,40.75061035,-73.95049286,40.79217529,N,785
id3799708,1,3/16/2016 13:33,3/16/2016 13:47,1,-73.99211884,40.75025177,-73.9885788,40.75584412,N,865
id0971197,2,4/6/2016 10:30,4/6/2016 11:01,5,-74.00852966,40.73114014,-73.96977234,40.75777054,N,1875
id2775569,1,6/10/2016 11:36,6/10/2016 11:48,1,-73.96006775,40.76636124,-73.97393036,40.76272964,N,699
id3312919,2,4/16/2016 14:30,4/16/2016 14:48,1,-73.9804306,40.77537155,-73.98867798,40.74893188,N,1052
id0705106,2,1/13/2016 19:35,1/13/2016 19:45,1,-73.98988342,40.73519135,-73.98575592,40.72621918,N,586
id3368334,2,1/10/2016 9:52,1/10/2016 10:01,2,-74.00299835,40.73994446,-73.97808838,40.73748779,N,514
id2066606,1,6/28/2016 20:10,6/28/2016 20:20,1,-73.98721313,40.73891449,-73.98753357,40.72539139,N,588
id0102044,1,6/21/2016 14:57,6/21/2016 15:18,1,-73.97830963,40.76311874,-73.99184418,40.74259949,N,1267
id3264674,1,1/19/2016 5:13,1/19/2016 5:49,3,-73.980896,40.76302719,-73.78333282,40.6438179,N,2182
id0836364,2,2/5/2016 8:48,2/5/2016 8:57,1,-74.01499176,40.71799088,-74.00652313,40.71010971,N,504
id3713365,1,5/5/2016 9:26,5/5/2016 9:40,1,-73.98770905,40.7286911,-73.97428131,40.75149536,N,819
id3059109,1,6/9/2016 10:48,6/9/2016 10:59,1,-73.9943161,40.75074387,-73.98457336,40.75540161,N,692
id0217412,2,4/4/2016 18:39,4/4/2016 18:47,1,-73.96737671,40.79314041,-73.95509338,40.78029251,N,422
id1460779,1,5/22/2016 2:15,5/22/2016 2:38,1,-73.98231506,40.73120499,-73.93721008,40.70568085,N,1369
id1691520,1,5/28/2016 2:58,5/28/2016 3:02,1,-73.96940613,40.75376892,-73.9847641,40.72897339,N,240
id3336503,1,6/27/2016 17:21,6/27/2016 17:26,1,-73.98142242,40.78118134,-73.97215271,40.78813553,N,318
id3832203,1,2/4/2016 22:19,2/4/2016 22:27,1,-73.98155975,40.74704361,-74.00466919,40.74175262,N,500
id2092561,1,3/28/2016 6:08,3/28/2016 6:11,1,-74.00141907,40.73117447,-74.00891113,40.73043442,N,188
id3907503,2,4/28/2016 21:27,4/28/2016 21:31,1,-73.95747375,40.78282166,-73.9522934,40.79901123,N,252
id2589368,2,6/10/2016 21:58,6/10/2016 22:04,2,-73.9692688,40.76942062,-73.98036957,40.7649498,N,335
id2565644,2,5/8/2016 12:29,5/8/2016 12:31,6,-73.95919037,40.76343155,-73.95401001,40.7705307,N,80
id3532514,2,5/24/2016 19:39,5/24/2016 20:00,1,-74.0088501,40.71081161,-73.97267914,40.67847824,N,1251
id2745745,2,4/3/2016 17:18,4/3/2016 17:33,1,-73.9790802,40.74440384,-73.95034027,40.78372192,N,906
id3723229,1,5/1/2016 1:11,5/1/2016 1:17,4,-73.97026062,40.75629044,-73.97723389,40.76440811,N,338
id1238540,2,4/28/2016 20:19,4/28/2016 20:30,5,-73.95909119,40.78018188,-73.98004913,40.76550674,N,694
id2931773,2,2/13/2016 19:39,2/13/2016 19:50,1,-73.99131775,40.73498917,-73.98664093,40.72219086,N,678
id3849803,2,6/12/2016 20:54,6/12/2016 21:06,1,-73.98345947,40.72614288,-74.00753021,40.73940277,N,742
id1709413,1,3/30/2016 15:24,3/30/2016 15:35,1,-73.94961548,40.77110672,-73.97614288,40.75515366,N,653
id3939871,2,5/13/2016 9:13,5/13/2016 9:28,1,-73.95774078,40.76522827,-73.96520996,40.79092026,N,894
id1210973,2,1/22/2016 0:28,1/22/2016 0:32,4,-73.98530579,40.76351166,-73.97862244,40.76488113,N,230
id2651468,2,4/18/2016 18:18,4/18/2016 18:23,1,-73.99160004,40.74995041,-73.99127197,40.73918915,N,297
id0040582,1,6/2/2016 22:39,6/2/2016 22:43,1,-73.96843719,40.79953384,-73.96209717,40.79642868,N,241
id2355912,2,1/7/2016 13:24,1/7/2016 13:36,1,-73.97054291,40.75215149,-73.99030304,40.73392105,N,702
id3780961,2,3/8/2016 22:13,3/8/2016 22:18,1,-73.98709106,40.75514603,-73.98588562,40.74616623,N,277
id3753498,1,1/8/2016 8:30,1/8/2016 8:32,1,-73.97912598,40.76720047,-73.97983551,40.77047729,N,137
id1866151,1,5/5/2016 21:56,5/5/2016 22:10,1,-73.98965454,40.73366165,-73.96923065,40.75310898,N,797
id0015465,1,6/19/2016 6:00,6/19/2016 6:10,1,-73.9509201,40.77931976,-73.98935699,40.75627518,N,571
id1585134,1,1/21/2016 14:29,1/21/2016 14:38,1,-73.96977997,40.76616287,-73.96144104,40.77951431,N,540
id3978749,1,2/29/2016 19:22,2/29/2016 19:36,1,-74.00468445,40.74193954,-73.97676849,40.7324295,N,856
id0636259,1,4/28/2016 9:53,4/28/2016 10:17,1,-73.97813416,40.75259018,-73.9715271,40.76508331,N,1465
id1760459,1,4/21/2016 15:38,4/21/2016 15:45,2,-73.97360229,40.76346588,-73.98158264,40.75260925,N,420
id1401100,1,4/17/2016 0:49,4/17/2016 0:58,2,-73.92990875,40.75645065,-73.90913391,40.77469635,N,566
id0906173,1,1/15/2016 14:00,1/15/2016 14:16,1,-73.97720337,40.75868225,-73.95835114,40.78171158,N,961
id0535381,1,5/29/2016 0:49,5/29/2016 0:53,1,-73.95150757,40.76657104,-73.96183014,40.77111816,N,266
id3562327,1,3/19/2016 13:23,3/19/2016 13:25,1,-73.95619965,40.76793289,-73.94998169,40.77219009,N,111
id1384809,1,4/5/2016 23:06,4/5/2016 23:30,1,-73.96822357,40.76311874,-73.88459778,40.71466446,N,1450
id0507889,1,5/10/2016 14:37,5/10/2016 14:49,1,-73.97848511,40.76187515,-73.99034119,40.75134659,N,758
id1776562,2,6/30/2016 12:17,6/30/2016 12:28,1,-73.98978424,40.73403549,-73.980896,40.72550583,N,658
id2140530,2,3/23/2016 16:56,3/23/2016 17:01,1,-73.95581055,40.77954865,-73.95227814,40.77471924,N,312
id0365201,1,6/22/2016 18:47,6/22/2016 18:51,3,-73.99054718,40.73100281,-73.99429321,40.73548508,N,245
id3069183,1,1/15/2016 10:50,1/15/2016 11:02,1,-73.98018646,40.78237534,-73.97194672,40.79918671,N,726
id0534830,2,3/30/2016 10:30,3/30/2016 10:41,2,-74.00795746,40.71030045,-74.0011673,40.72409821,N,657
id3752904,1,6/8/2016 18:16,6/8/2016 18:24,1,-73.96194458,40.75970078,-73.94842529,40.78075027,N,483
id3674701,2,3/18/2016 0:59,3/18/2016 1:00,5,-74.00083923,40.730896,-74.00112152,40.73101044,N,43
id1600683,2,5/4/2016 23:59,5/5/2016 0:13,4,-73.99188232,40.72642517,-73.94671631,40.70796585,N,802
id1166525,2,2/14/2016 4:01,2/14/2016 4:02,1,-73.99317932,40.74256897,-73.99059296,40.74604797,N,55
id3385208,1,1/29/2016 10:59,1/29/2016 11:24,1,-73.97413635,40.75036621,-73.79219818,40.64443588,N,1497
id1854472,1,4/11/2016 10:43,4/11/2016 10:53,1,-73.99123383,40.76059723,-73.9990387,40.75366974,N,616
id0790528,2,3/14/2016 17:01,3/14/2016 17:14,1,-73.9842453,40.74904251,-73.99989319,40.73407364,N,760
id1508043,2,2/14/2016 9:56,2/14/2016 10:13,2,-73.96134949,40.76486969,-73.99069214,40.74197006,N,995
id0019663,1,4/7/2016 21:10,4/7/2016 21:22,1,-73.98223114,40.76845551,-73.99076843,40.75061798,N,738
id0293507,1,1/20/2016 8:03,1/20/2016 8:26,1,-74.00859833,40.70798874,-73.97624207,40.75369644,N,1425
id2727075,1,2/26/2016 19:05,2/26/2016 19:11,1,-73.95410919,40.73024368,-73.9552536,40.72029877,N,358
id2328728,1,4/3/2016 0:08,4/3/2016 0:24,1,-73.97491455,40.73504639,-74.0054245,40.71795273,N,925
id1918191,2,6/15/2016 22:26,6/15/2016 22:29,5,-73.98343658,40.73835373,-73.97953033,40.73266602,N,154
id1991668,2,2/23/2016 21:03,2/23/2016 21:15,2,-73.97067261,40.76495361,-73.99203491,40.74917984,N,687
id1129058,2,3/18/2016 20:25,3/18/2016 20:32,6,-73.97441101,40.74232864,-73.97605896,40.75130081,N,422
